account_id,month,contracted_arr,deployment_score,sustained_usage_score,technical_health_score,expansion_momentum,prs,realized_arr,prs_band,shelfware_override,flag_overage,months_in_window,months_active
ACC0212,2024-08,35000,0.8914,1.0,1.0,0.1,0.8665,30328.96,Green,False,False,1,1
ACC0213,2024-08,88712,0.9562,1.0,1.0,0.7,0.9525,84495.3,Green,False,False,5,5
ACC0214,2024-08,200000,0.8834,1.0,0.6,0.1,0.7833,156668.37,Yellow,False,False,1,1
ACC0215,2024-08,300000,0.7992,1.0,1.0,0.7,0.8897,266900.56,Green,False,False,3,3
ACC0216,2024-08,150000,0.8592,1.0,0.4,0.1,0.7337,110053.4,Yellow,False,False,1,1
ACC0217,2024-08,100000,0.9095,1.0,0.6,0.7,0.8538,85380.89,Green,False,False,4,4
ACC0218,2024-08,15000,0.8392,1.0,0.8,0.1,0.8057,12085.45,Green,False,False,1,1
ACC0219,2024-08,107476,0.8612,1.0,1.0,0.7,0.9145,98285.1,Green,False,False,5,5
ACC0220,2024-08,75000,0.8178,1.0,0.6,0.1,0.7571,56783.33,Yellow,False,False,1,1
ACC0221,2024-08,190510,0.8215,1.0,1.0,0.7,0.8986,171195.59,Green,False,False,3,3
ACC0222,2024-08,100000,0.9093,1.0,1.0,0.7,0.9337,93373.51,Green,False,False,4,4
ACC0223,2024-08,25000,0.7798,1.0,0.6,0.1,0.7419,18548.09,Yellow,False,False,1,1
ACC0226,2024-08,150000,0.9268,1.0,1.0,0.7,0.9407,141108.03,Green,False,False,5,5
ACC0227,2024-08,15000,0.7157,1.0,1.0,0.1,0.7963,11944.42,Yellow,False,False,1,1
ACC0228,2024-08,10000,0.9281,1.0,0.2,0.7,0.7812,7812.2,Yellow,False,False,3,3
ACC0229,2024-08,100000,0.8758,1.0,0.6,0.7,0.8403,84033.65,Green,False,False,4,4
ACC0230,2024-08,200000,0.0,0.0,1.0,0.1,0.0,0.0,Red,True,False,1,5
ACC0231,2024-08,150000,0.7465,1.0,0.9,0.1,0.7886,118289.1,Yellow,False,False,2,2
ACC0232,2024-08,124862,0.9297,1.0,0.8,0.7,0.9019,112612.8,Green,False,False,5,5
ACC0233,2024-08,15000,0.7254,1.0,1.0,0.1,0.8002,12002.56,Green,False,False,2,2
ACC0234,2024-08,5000,0.7402,1.0,1.0,0.7,0.8661,4330.31,Green,False,False,4,4
ACC0235,2024-08,300000,0.891,1.0,0.7,0.7,0.8664,259920.31,Green,False,False,5,5
ACC0236,2024-08,150000,0.6694,1.0,0.2,0.4,0.6478,97165.88,Yellow,False,False,6,6
ACC0237,2024-08,75638,0.0,0.0,0.6,0.1,0.0,0.0,Red,True,False,1,2
ACC0238,2024-08,100000,0.806,1.0,1.0,0.1,0.8324,83239.73,Green,False,False,1,1
ACC0239,2024-08,10000,1.0,1.0,1.0,0.1,0.91,9100.0,Green,False,True,1,1
ACC0240,2024-08,5000,0.0,0.0,0.2,0.1,0.0,0.0,Red,True,False,1,2
ACC0241,2024-08,35000,1.0,1.0,0.6,1.0,0.92,32200.0,Green,False,True,4,4
ACC0242,2024-08,10000,0.7753,1.0,0.8,0.1,0.7801,7801.3,Yellow,False,False,1,1
ACC0244,2024-08,100000,0.0121,0.0,0.6,0.1,0.1348,13482.82,Red,False,False,1,1
ACC0245,2024-08,15000,1.0,1.0,1.0,1.0,1.0,15000.0,Green,False,True,3,3
ACC0246,2024-08,200000,0.7032,1.0,1.0,0.4,0.8213,164252.5,Green,False,False,4,4
ACC0249,2024-08,100000,0.0,0.0,0.6,0.1,0.0,0.0,Red,True,False,1,1
ACC0251,2024-08,58694,0.0622,0.0,1.0,0.1,0.2349,13784.99,Red,False,False,1,1
ACC0253,2024-08,50000,1.0,1.0,0.6,1.0,0.92,46000.0,Green,False,True,6,6
ACC0254,2024-08,194563,0.0636,0.0,1.0,0.1,0.2354,45807.21,Red,False,False,5,5
ACC0255,2024-08,15000,1.0,1.0,1.0,0.1,0.91,13650.0,Green,False,True,1,1
ACC0257,2024-08,15000,0.0,0.0,0.2,0.1,0.0,0.0,Red,True,False,1,1
ACC0258,2024-08,196326,0.0,0.0,0.2,0.1,0.0,0.0,Red,True,False,1,6
ACC0259,2024-08,150000,0.4338,1.0,1.0,0.4,0.7135,107027.62,Yellow,False,False,6,6
ACC0261,2024-08,10000,0.9421,1.0,0.8,0.1,0.8469,8468.6,Green,False,False,1,1
ACC0262,2024-08,50000,0.7868,1.0,0.6,0.7,0.8047,40236.3,Green,False,False,6,6
ACC0263,2024-08,75000,0.8466,1.0,0.76,0.7,0.8606,64547.21,Green,False,False,6,6
ACC0264,2024-08,35000,1.0,1.0,0.76,0.1,0.862,30170.0,Green,False,True,2,2
ACC0266,2024-08,75000,0.0184,0.0,0.6,0.1,0.1374,10303.05,Red,False,False,1,1
ACC0267,2024-08,25000,0.8386,1.0,1.0,0.1,0.8454,21136.2,Green,False,False,2,2
ACC0269,2024-08,25000,0.7363,1.0,1.0,0.7,0.8645,21613.23,Green,False,False,6,6
ACC0270,2024-08,15000,0.7048,1.0,0.6,0.4,0.7419,11128.57,Yellow,False,False,5,5
ACC0271,2024-08,15000,0.739,1.0,0.6,0.1,0.7256,10884.16,Yellow,False,False,1,1
ACC0272,2024-08,10000,0.8874,1.0,0.6,0.7,0.845,8449.59,Green,False,False,4,4
ACC0273,2024-08,50000,0.8628,1.0,1.0,0.1,0.8551,42756.26,Green,False,False,2,2
ACC0274,2024-08,5000,0.015,0.0,0.6,0.1,0.136,680.04,Red,False,False,1,1
ACC0275,2024-08,119638,0.8365,1.0,0.7,0.1,0.7846,93867.65,Yellow,False,False,1,1
ACC0276,2024-08,50000,0.0192,0.0,0.2,0.1,0.0577,2884.62,Red,False,False,1,1
ACC0277,2024-08,15000,0.7509,1.0,1.0,0.7,0.8704,13055.54,Green,False,False,6,6
ACC0278,2024-08,150000,0.796,1.0,0.9,0.1,0.8084,121257.22,Green,False,False,1,1
ACC0279,2024-08,100000,0.8111,1.0,0.9,0.7,0.8744,87442.83,Green,False,False,6,6
ACC0282,2024-08,53511,1.0,1.0,0.68,1.0,0.936,50086.3,Green,False,True,3,3
ACC0283,2024-08,200000,0.8241,1.0,0.76,0.1,0.7917,158331.11,Yellow,False,False,1,1
ACC0285,2024-08,100000,1.0,1.0,1.0,0.1,0.91,91000.0,Green,False,True,2,2
ACC0286,2024-08,15000,0.9594,1.0,1.0,0.7,0.9538,14306.52,Green,False,False,5,5
ACC0287,2024-08,10000,0.0164,0.0,0.6,0.1,0.1365,1365.44,Red,False,False,1,1
ACC0289,2024-08,93600,0.1106,0.0,1.0,0.1,0.2543,23798.4,Red,False,False,1,1
ACC0291,2024-08,50000,0.0,0.0,0.3,0.1,0.0,0.0,Red,True,False,1,2
ACC0292,2024-08,10000,1.0,1.0,1.0,1.0,1.0,10000.0,Green,False,True,5,5
ACC0293,2024-08,300000,1.0,1.0,0.6,1.0,0.92,276000.0,Green,False,True,4,4
ACC0294,2024-08,200000,0.8788,1.0,1.0,0.7,0.9215,184300.52,Green,False,False,5,5
ACC0295,2024-08,10000,0.9121,1.0,0.8,0.1,0.8348,8348.41,Green,False,False,1,1
ACC0296,2024-08,5000,0.0,0.0,0.2,0.1,0.0,0.0,Red,True,False,1,1
ACC0297,2024-08,150000,0.9447,1.0,1.0,0.1,0.8879,133181.47,Green,False,False,1,1
ACC0299,2024-08,50000,0.0123,0.0,0.2,0.1,0.0549,2745.64,Red,False,False,1,1
ACC0300,2024-08,150000,1.0,1.0,1.0,1.0,1.0,150000.0,Green,False,True,4,4
ACC0301,2024-08,200000,0.0125,0.0,0.4,0.1,0.095,18999.57,Red,False,False,3,3
ACC0303,2024-08,10000,0.7908,1.0,0.6,0.1,0.7463,7463.27,Yellow,False,False,1,1
ACC0305,2024-08,100000,0.9538,1.0,1.0,0.7,0.9515,95153.78,Green,False,False,6,6
ACC0306,2024-08,5000,1.0,1.0,1.0,1.0,1.0,5000.0,Green,False,True,6,6
ACC0307,2024-08,50000,0.8579,1.0,1.0,0.7,0.9132,45658.96,Green,False,False,6,6
ACC0308,2024-08,75000,0.8116,1.0,0.6,0.7,0.8146,61098.57,Green,False,False,4,4
ACC0309,2024-08,161348,0.0,0.0,0.2,0.1,0.0,0.0,Red,True,False,1,6
ACC0310,2024-08,5000,0.0,0.0,0.2,0.1,0.0,0.0,Red,True,False,1,1
ACC0312,2024-08,15000,1.0,1.0,0.6,0.1,0.83,12450.0,Green,False,True,1,1
ACC0313,2024-08,25000,0.7699,1.0,1.0,0.7,0.878,21948.77,Green,False,False,4,4
ACC0315,2024-08,300000,1.0,1.0,0.68,1.0,0.936,280800.0,Green,False,True,4,4
ACC0316,2024-08,100000,0.7678,1.0,1.0,0.1,0.8171,81713.41,Green,False,False,1,1
ACC0317,2024-08,100000,0.0166,0.0,0.6,0.1,0.1367,13665.42,Red,False,False,1,1
ACC0318,2024-08,15000,1.0,1.0,0.7,1.0,0.94,14100.0,Green,False,True,4,4
ACC0319,2024-08,25000,0.997,1.0,0.2,0.1,0.7488,18719.65,Yellow,False,False,1,1
ACC0320,2024-08,150000,0.9134,1.0,0.8,0.1,0.8354,125304.54,Green,False,False,2,2
ACC0321,2024-08,25000,1.0,1.0,1.0,0.1,0.91,22750.0,Green,False,True,1,1
ACC0327,2024-08,200000,0.7488,1.0,0.2,0.1,0.6495,129900.58,Yellow,False,False,2,2
ACC0328,2024-08,10000,0.0,0.0,0.2,0.1,0.0,0.0,Red,True,False,1,1
ACC0329,2024-08,15000,0.7743,1.0,1.0,0.7,0.8797,13195.97,Green,False,False,6,6
ACC0330,2024-08,196487,1.0,1.0,1.0,1.0,1.0,196487.0,Green,False,True,4,4
ACC0331,2024-08,300000,0.77,1.0,0.4,0.1,0.698,209399.57,Yellow,False,False,1,1
ACC0332,2024-08,150000,1.0,1.0,1.0,1.0,1.0,150000.0,Green,False,True,5,5
ACC0333,2024-08,150000,0.0134,0.0,0.6,0.1,0.1353,20301.95,Red,False,False,1,1
ACC0335,2024-08,150000,1.0,1.0,1.0,0.1,0.91,136500.0,Green,False,True,1,1
ACC0336,2024-08,384405,0.3778,1.0,1.0,0.4,0.6911,265675.25,Yellow,False,False,6,6
ACC0337,2024-08,200000,0.7431,1.0,1.0,0.1,0.8072,161445.35,Green,False,False,1,1
ACC0338,2024-08,25000,0.8571,1.0,1.0,0.1,0.8529,21321.43,Green,False,False,2,2
ACC0341,2024-08,150000,1.0,1.0,1.0,1.0,1.0,150000.0,Green,False,True,3,3
ACC0342,2024-08,10000,0.9842,1.0,1.0,0.7,0.9637,9636.65,Green,False,False,6,6
ACC0343,2024-08,105890,0.7222,1.0,1.0,0.4,0.8289,87771.58,Green,False,False,4,4
ACC0345,2024-08,10000,0.8912,1.0,1.0,0.7,0.9265,9264.83,Green,False,False,4,4
ACC0347,2024-08,10000,0.8861,1.0,1.0,0.1,0.8645,8644.55,Green,False,False,1,1
ACC0348,2024-08,10000,1.0,1.0,1.0,1.0,1.0,10000.0,Green,False,True,4,4
ACC0349,2024-08,150000,0.8515,1.0,1.0,0.1,0.8506,127591.81,Green,False,False,2,2
ACC0350,2024-08,10000,0.6993,1.0,1.0,0.4,0.8197,8197.09,Green,False,False,6,6
ACC0352,2024-08,100000,0.7577,1.0,0.6,0.4,0.7631,76306.81,Yellow,False,False,5,5
ACC0353,2024-08,10000,0.908,1.0,1.0,0.7,0.9332,9332.02,Green,False,False,3,3
ACC0354,2024-08,100000,0.8882,1.0,1.0,0.7,0.9253,92529.22,Green,False,False,6,6
ACC0355,2024-08,100000,0.3567,1.0,1.0,0.1,0.6527,65267.46,Yellow,False,False,1,1
ACC0356,2024-08,100000,0.8217,1.0,0.9,0.1,0.8187,81869.19,Green,False,False,1,1
ACC0357,2024-08,25000,0.0195,0.0,0.3,0.1,0.0778,1945.47,Red,False,False,1,1
ACC0358,2024-08,35000,1.0,1.0,1.0,1.0,1.0,35000.0,Green,False,True,4,4
ACC0359,2024-08,35000,0.8816,1.0,0.4,0.1,0.7427,25992.88,Yellow,False,False,1,1
ACC0360,2024-08,200000,0.9454,1.0,0.9,0.7,0.9282,185635.46,Green,False,False,3,3
ACC0361,2024-08,35000,1.0,1.0,0.6,0.1,0.83,29050.0,Green,False,True,1,1
ACC0362,2024-08,115604,0.82,1.0,1.0,0.7,0.898,103812.1,Green,False,False,5,5
ACC0363,2024-08,15000,0.7743,1.0,0.6,0.1,0.7397,11095.52,Yellow,False,False,1,1
ACC0364,2024-08,200000,0.808,1.0,1.0,0.7,0.8932,178638.85,Green,False,False,6,6
ACC0365,2024-08,150000,0.8606,1.0,1.0,0.7,0.9142,137136.62,Green,False,False,4,4
ACC0367,2024-08,15000,0.8778,1.0,0.9,0.7,0.9011,13516.83,Green,False,False,3,3
ACC0369,2024-08,10000,0.8368,1.0,1.0,0.1,0.8447,8447.37,Green,False,False,1,1
ACC0372,2024-08,75000,0.9099,1.0,1.0,0.1,0.8739,65546.14,Green,False,False,1,1
ACC0373,2024-08,25000,0.0,0.0,0.2,0.1,0.0,0.0,Red,True,False,1,1
ACC0374,2024-08,25000,0.7512,1.0,0.6,0.7,0.7905,19762.13,Yellow,False,False,4,4
ACC0375,2024-08,200000,0.711,1.0,1.0,0.1,0.7944,158880.06,Yellow,False,False,1,1
ACC0377,2024-08,300000,0.7811,1.0,0.6,0.1,0.7424,222728.97,Yellow,False,False,1,1
ACC0379,2024-08,150000,0.7146,1.0,1.0,0.1,0.7959,119377.78,Yellow,False,False,1,1
ACC0380,2024-08,200000,0.8282,1.0,0.9,0.1,0.8213,164256.5,Green,False,False,2,2
ACC0382,2024-08,200000,0.7271,1.0,0.2,0.4,0.6708,134167.31,Yellow,False,False,3,3
ACC0383,2024-08,100000,0.7862,1.0,0.2,0.1,0.6645,66446.31,Yellow,False,False,2,2
ACC0384,2024-08,75000,0.8195,1.0,1.0,0.1,0.8378,62835.92,Green,False,False,2,2
ACC0386,2024-08,200000,0.961,1.0,0.2,0.1,0.7344,146883.58,Yellow,False,False,2,2
ACC0387,2024-08,15000,0.7287,1.0,1.0,0.7,0.8615,12922.23,Green,False,False,3,3
ACC0388,2024-08,35000,0.8095,1.0,0.6,0.1,0.7538,26383.09,Yellow,False,False,2,2
ACC0389,2024-08,15000,0.0,0.0,0.2,0.1,0.0,0.0,Red,True,False,1,2
ACC0390,2024-08,5000,0.0,0.0,0.2,0.1,0.0,0.0,Red,True,False,1,3
ACC0392,2024-08,25000,0.7026,1.0,1.0,0.1,0.791,19775.67,Yellow,False,False,1,1
ACC0394,2024-08,25000,1.0,1.0,1.0,0.1,0.91,22750.0,Green,False,True,1,1
ACC0396,2024-08,10000,0.7769,1.0,0.2,0.1,0.6607,6607.44,Yellow,False,False,2,2
ACC0397,2024-08,181939,0.8008,1.0,0.6,0.1,0.7503,136512.81,Yellow,False,False,2,2
ACC0398,2024-08,150000,1.0,1.0,0.9,1.0,0.98,147000.0,Green,False,True,5,5
ACC0401,2024-08,75000,0.9347,1.0,0.6,0.1,0.8039,60292.24,Green,False,False,1,1
ACC0402,2024-08,177897,0.7706,1.0,1.0,0.7,0.8782,156234.46,Green,False,False,3,3
ACC0403,2024-08,100000,0.7997,1.0,0.68,0.1,0.7659,76589.72,Yellow,False,False,1,1
ACC0404,2024-08,25000,0.0,0.0,0.6,0.1,0.0,0.0,Red,True,False,1,4
ACC0405,2024-08,500000,0.7605,1.0,0.2,0.1,0.6542,327103.37,Yellow,False,False,2,2
ACC0406,2024-08,200000,0.7042,1.0,0.6,0.7,0.7717,154338.09,Yellow,False,False,6,6
ACC0407,2024-08,150000,0.8756,1.0,1.0,0.1,0.8602,129036.69,Green,False,False,2,2
ACC0408,2024-08,25000,0.8154,1.0,0.36,0.7,0.7681,19203.59,Yellow,False,False,5,5
ACC0409,2024-08,10000,0.7936,1.0,1.0,0.1,0.8275,8274.53,Green,False,False,1,1
ACC0410,2024-08,15000,0.0,0.0,0.6,0.1,0.0,0.0,Red,True,False,1,1
ACC0411,2024-08,300000,0.8181,1.0,0.9,0.1,0.8173,245176.96,Green,False,False,2,2
ACC0413,2024-08,15000,0.857,1.0,0.7,0.7,0.8528,12792.28,Green,False,False,3,3
ACC0414,2024-08,15000,0.9224,1.0,1.0,0.7,0.939,14084.53,Green,False,False,3,3
ACC0416,2024-08,25000,0.8398,1.0,1.0,0.1,0.8459,21147.72,Green,False,False,2,2
ACC0418,2024-08,200000,0.8267,1.0,1.0,0.1,0.8407,168133.21,Green,False,False,2,2
ACC0419,2024-08,100000,1.0,1.0,0.6,1.0,0.92,92000.0,Green,False,True,4,4
ACC0420,2024-08,10000,0.7611,1.0,1.0,0.7,0.8744,8744.25,Green,False,False,5,5
ACC0421,2024-08,129673,0.7379,1.0,1.0,0.1,0.8052,104408.73,Green,False,False,1,1
ACC0422,2024-08,150000,0.7416,1.0,0.8,0.4,0.7967,119497.57,Yellow,False,False,3,3
ACC0423,2024-08,15000,0.7488,1.0,0.8,0.1,0.7695,11542.69,Yellow,False,False,2,2
ACC0424,2024-08,118947,0.5531,1.0,0.6,0.4,0.6812,81032.4,Yellow,False,False,6,6
ACC0426,2024-08,15000,0.9525,1.0,1.0,0.7,0.951,14264.89,Green,False,False,3,3
ACC0427,2024-08,15000,0.8164,1.0,0.2,0.7,0.7366,11048.55,Yellow,False,False,3,3
ACC0428,2024-08,50000,0.0,0.0,0.2,0.1,0.0,0.0,Red,True,False,1,6
ACC0429,2024-08,150000,0.6639,1.0,1.0,0.4,0.8056,120833.28,Green,False,False,5,5
ACC0430,2024-08,10000,1.0,1.0,0.5,0.1,0.81,8100.0,Green,False,True,1,1
ACC0431,2024-08,5000,1.0,1.0,0.6,0.1,0.83,4150.0,Green,False,True,1,1
ACC0432,2024-08,10000,0.7505,1.0,1.0,0.1,0.8102,8102.19,Green,False,False,1,1
ACC0433,2024-08,25000,0.0127,0.0,1.0,0.1,0.2151,5377.3,Red,False,False,5,5
ACC0434,2024-08,50000,1.0,1.0,1.0,1.0,1.0,50000.0,Green,False,True,4,4
ACC0435,2024-08,150000,0.8888,1.0,1.0,0.7,0.9255,138827.98,Green,False,False,7,7
ACC0436,2024-08,61661,0.9325,1.0,1.0,0.1,0.883,54445.77,Green,False,False,1,1
ACC0437,2024-08,50000,0.9036,1.0,1.0,0.7,0.9314,46572.11,Green,False,False,4,4
ACC0438,2024-08,5000,0.8392,1.0,1.0,0.1,0.8457,4228.41,Green,False,False,1,1
ACC0439,2024-08,15000,1.0,1.0,1.0,0.1,0.91,13650.0,Green,False,True,1,1
ACC0441,2024-08,5000,0.9233,1.0,0.8,0.7,0.8993,4496.55,Green,False,False,3,3
ACC0442,2024-08,35000,0.9132,1.0,1.0,0.1,0.8753,30634.14,Green,False,False,2,2
ACC0443,2024-08,25000,0.0,0.0,1.0,0.1,0.0,0.0,Red,True,False,1,1
ACC0444,2024-08,100000,0.0,0.0,0.2,0.1,0.0,0.0,Red,True,False,1,2
ACC0445,2024-08,5000,0.8543,1.0,1.0,0.7,0.9117,4558.57,Green,False,False,6,6
ACC0446,2024-08,50000,0.8749,1.0,1.0,0.7,0.92,45998.26,Green,False,False,5,5
ACC0448,2024-08,150000,0.7375,1.0,0.92,0.7,0.849,127348.15,Green,False,False,3,3
ACC0450,2024-08,5000,1.0,1.0,1.0,1.0,1.0,5000.0,Green,False,True,6,6
ACC0451,2024-08,25000,0.0166,0.0,0.6,0.1,0.1366,3416.0,Red,False,False,4,4
ACC0452,2024-08,25000,0.0082,0.0,0.6,0.1,0.1333,3331.84,Red,False,False,1,1
ACC0453,2024-08,100000,0.0195,0.0,0.2,0.1,0.0578,5778.32,Red,False,False,4,4
ACC0454,2024-08,100000,0.8899,1.0,1.0,0.7,0.926,92596.5,Green,False,False,6,6
ACC0455,2024-08,134823,0.8953,1.0,1.0,0.1,0.8681,117044.0,Green,False,False,1,1
ACC0457,2024-08,25000,0.8085,1.0,0.8,0.7,0.8534,21335.33,Green,False,False,3,3
ACC0458,2024-08,15000,0.0125,0.0,0.2,0.1,0.055,825.22,Red,False,False,2,2
ACC0459,2024-08,100000,1.0,1.0,1.0,1.0,1.0,100000.0,Green,False,True,6,6
ACC0460,2024-08,127895,0.6622,1.0,1.0,0.4,0.8049,102942.5,Green,False,False,6,6
ACC0461,2024-08,193354,0.174,0.0,0.8,0.1,0.2396,46325.28,Red,False,False,2,2
ACC0463,2024-08,15000,0.9698,1.0,1.0,0.7,0.9579,14368.89,Green,False,False,5,5
ACC0464,2024-08,75000,1.0,1.0,0.6,0.1,0.83,62250.0,Green,False,True,1,1
ACC0465,2024-08,100000,0.7494,1.0,1.0,0.1,0.8098,80976.68,Green,False,False,2,2
ACC0466,2024-08,100000,0.7113,1.0,0.2,0.1,0.6345,63452.39,Yellow,False,False,1,1
ACC0470,2024-08,15000,0.7902,1.0,1.0,0.7,0.8861,13291.0,Green,False,False,4,4
ACC0472,2024-08,5000,0.8615,1.0,1.0,0.1,0.8546,4272.94,Green,False,False,1,1
ACC0473,2024-08,200000,0.8847,1.0,1.0,0.1,0.8639,172776.36,Green,False,False,2,2
ACC0474,2024-08,50000,0.9606,1.0,1.0,0.7,0.9542,47711.89,Green,False,False,3,3
ACC0475,2024-08,200000,0.0,0.0,0.2,0.1,0.0,0.0,Red,True,False,1,5
ACC0476,2024-08,10000,0.8863,1.0,0.9,0.1,0.8445,8445.33,Green,False,False,1,1
ACC0477,2024-08,99932,0.0,0.0,0.2,0.1,0.0,0.0,Red,True,False,1,4
ACC0478,2024-08,100000,0.0,0.0,0.36,0.1,0.0,0.0,Red,True,False,1,1
ACC0479,2024-08,25000,0.8553,1.0,1.0,0.1,0.8521,21303.17,Green,False,False,2,2
ACC0480,2024-08,35000,1.0,1.0,1.0,1.0,1.0,35000.0,Green,False,True,3,3
ACC0481,2024-08,15000,0.7582,1.0,0.7,0.4,0.7833,11749.09,Yellow,False,False,6,6
ACC0482,2024-08,15000,0.0102,0.0,0.4,0.1,0.0941,1411.4,Red,False,False,1,1
ACC0483,2024-08,100000,0.7825,1.0,0.7,0.1,0.763,76301.61,Yellow,False,False,2,2
ACC0485,2024-08,200000,0.5446,1.0,1.0,0.4,0.7578,151566.64,Yellow,False,False,6,6
ACC0486,2024-08,300000,0.7708,1.0,0.2,0.7,0.7183,215494.16,Yellow,False,False,4,4
ACC0487,2024-08,35000,0.9182,1.0,1.0,0.7,0.9373,32804.47,Green,False,False,4,4
ACC0488,2024-08,200000,0.7554,1.0,1.0,0.1,0.8122,162435.27,Green,False,False,1,1
ACC0490,2024-08,150000,0.8131,1.0,1.0,0.1,0.8352,125286.46,Green,False,False,1,1
ACC0491,2024-08,10000,0.7599,1.0,1.0,0.7,0.874,8739.51,Green,False,False,5,5
ACC0492,2024-08,35000,0.821,1.0,0.2,0.1,0.6784,23743.98,Yellow,False,False,1,1
ACC0493,2024-08,15000,0.7286,1.0,1.0,0.4,0.8315,12471.77,Green,False,False,5,5
ACC0494,2024-08,50000,0.727,1.0,0.2,0.4,0.6708,33539.32,Yellow,False,False,3,3
ACC0495,2024-08,50000,1.0,1.0,1.0,1.0,1.0,50000.0,Green,False,True,4,4
ACC0496,2024-08,51674,1.0,1.0,0.6,0.1,0.83,42889.42,Green,False,True,1,1
ACC0497,2024-08,100000,0.7342,1.0,1.0,0.1,0.8037,80369.72,Green,False,False,1,1
ACC0498,2024-08,15000,0.8992,1.0,0.7,0.1,0.8097,12145.21,Green,False,False,2,2
ACC0499,2024-08,35000,0.8388,1.0,1.0,0.7,0.9055,31693.7,Green,False,False,7,7
ACC0500,2024-08,15000,0.7715,1.0,0.6,0.1,0.7386,11079.29,Yellow,False,False,2,2
ACC0501,2024-08,50000,0.0184,0.0,0.2,0.1,0.0574,2868.43,Red,False,False,1,1
ACC0502,2024-08,25000,1.0,1.0,1.0,1.0,1.0,25000.0,Green,False,True,3,3
ACC0503,2024-08,75000,0.7667,1.0,1.0,0.1,0.8167,61251.4,Green,False,False,1,1
ACC0504,2024-08,15000,0.825,1.0,1.0,0.1,0.84,12599.79,Green,False,False,2,2
ACC0505,2024-08,10000,0.757,1.0,1.0,0.1,0.8128,8127.85,Green,False,False,1,1
ACC0506,2024-08,15000,0.0061,0.0,1.0,0.1,0.2124,3186.47,Red,False,False,1,1
ACC0509,2024-08,100000,0.8748,1.0,1.0,0.7,0.9199,91991.33,Green,False,False,6,6
ACC0510,2024-08,150000,0.7067,1.0,1.0,0.1,0.7927,118902.01,Yellow,False,False,2,2
ACC0511,2024-08,25000,0.8923,1.0,1.0,0.1,0.8669,21672.76,Green,False,False,1,1
ACC0512,2024-08,35000,0.7168,1.0,1.0,0.4,0.8267,28934.95,Green,False,False,3,3
ACC0513,2024-08,300000,0.7517,1.0,1.0,0.4,0.8407,252200.64,Green,False,False,6,6
ACC0514,2024-08,5000,0.6841,1.0,0.36,0.4,0.6856,3428.18,Yellow,False,False,5,5
ACC0515,2024-08,50000,0.7802,1.0,1.0,0.1,0.8221,41104.52,Green,False,False,1,1
ACC0516,2024-08,150000,0.8011,1.0,1.0,0.1,0.8305,124568.13,Green,False,False,1,1
ACC0517,2024-08,193874,0.9642,1.0,0.8,0.7,0.9157,177523.59,Green,False,False,4,4
ACC0518,2024-08,75000,0.0149,0.0,0.6,0.1,0.136,10196.62,Red,False,False,1,1
ACC0520,2024-08,35000,0.7492,1.0,1.0,0.1,0.8097,28338.35,Green,False,False,1,1
ACC0521,2024-08,25000,0.84,1.0,0.6,0.7,0.826,20649.53,Green,False,False,5,5
ACC0522,2024-08,10000,0.8923,1.0,1.0,0.1,0.8669,8669.16,Green,False,False,2,2
ACC0523,2024-08,15000,0.7765,1.0,0.6,0.1,0.7406,11108.72,Yellow,False,False,1,1
ACC0524,2024-08,300000,0.694,1.0,0.9,0.4,0.7976,239277.0,Yellow,False,False,3,3
ACC0525,2024-08,300000,0.0,0.0,0.2,0.1,0.0,0.0,Red,True,False,1,3
ACC0526,2024-08,15000,0.827,1.0,1.0,0.7,0.9008,13511.86,Green,False,False,4,4
ACC0528,2024-08,25000,0.0,0.0,0.2,0.1,0.0,0.0,Red,True,False,1,4
ACC0529,2024-08,150000,0.998,1.0,0.5,0.1,0.8092,121380.12,Green,False,False,1,1
ACC0530,2024-08,15920,0.7247,1.0,1.0,0.4,0.8299,13211.92,Green,False,False,5,5
ACC0531,2024-08,35000,1.0,1.0,0.6,0.1,0.83,29050.0,Green,False,True,1,1
ACC0533,2024-08,15000,0.7624,1.0,0.9,0.1,0.795,11924.4,Yellow,False,False,1,1
ACC0535,2024-08,100000,0.0,0.0,0.2,0.1,0.0,0.0,Red,True,False,1,3
ACC0536,2024-08,35000,0.7253,1.0,0.4,0.1,0.6801,23804.09,Yellow,False,False,2,2
ACC0537,2024-08,10000,0.7425,1.0,1.0,0.7,0.867,8670.19,Green,False,False,5,5
ACC0539,2024-08,150000,1.0,1.0,0.6,0.1,0.83,124500.0,Green,False,True,1,1
ACC0541,2024-08,10000,0.8705,1.0,1.0,0.1,0.8582,8582.12,Green,False,False,1,1
ACC0542,2024-08,63945,0.1627,0.0,1.0,0.1,0.2751,17590.64,Red,False,False,5,5
ACC0544,2024-08,150000,0.9057,1.0,0.6,0.7,0.8523,127842.87,Green,False,False,5,5
ACC0545,2024-08,15000,1.0,1.0,0.8,1.0,0.96,14400.0,Green,False,True,6,6
ACC0546,2024-08,59046,0.7783,1.0,0.76,0.4,0.8033,47431.7,Green,False,False,4,4
ACC0548,2024-08,15000,1.0,1.0,1.0,0.7,0.97,14550.0,Green,False,True,3,3
ACC0551,2024-08,75000,0.7836,1.0,0.6,0.7,0.8034,60258.52,Green,False,False,4,4
ACC0552,2024-08,150000,0.822,1.0,0.6,0.7,0.8188,122822.4,Green,False,False,4,4
